tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
75339,132874,True,Thu Nov 30 11:09:55 +0000 2017,"@116245 
I reserved a product online last week for collection and at the time was told that I would be notified by text and mail when it would be ready,never happened!
Gets a mail this morning saying that maybe I’m rushed off my feet or changed my mind?
Now it has gone up!",75337,
75340,ArgosHelpers,False,Thu Nov 30 11:35:52 +0000 2017,"@132875 Hi Sarah, sorry to see this. Please can you DM us with your order details so we can look into this for you. -Jack",,75341.0
75341,132875,True,Thu Nov 30 10:58:09 +0000 2017,@ArgosHelpers please help! Had an item paid for with fast track and was supposed to collect yesterday but haven't had chance. Gone to reorder but it's now £10 more expensive. Can you do anything please?!,75340,
75342,ArgosHelpers,False,Thu Nov 30 11:31:21 +0000 2017,"@132876 Hi Laura, yes - you can use this link https://t.co/2WnvZBPTGU to receive a text message when the cot is available in your area. :) Finch",,75343.0
75343,132876,True,Thu Nov 30 10:50:00 +0000 2017,@ArgosHelpers will tiny treasures double cot be available before Xmas?,75342,
75344,ArgosHelpers,False,Thu Nov 30 11:29:42 +0000 2017,"@132877 Hi Dominigue, firstly please allow me to apologise as this has not been rectified yet. I have now arranged for our finance team to give you a call within the next 48 hours. ~ Gem",75345,75346.0
75345,132877,True,Sun Dec 03 00:34:06 +0000 2017,@ArgosHelpers Well it’s 3 days later and I’ve heard nothing. Give me my money!!,,75344.0
75346,132877,True,Thu Nov 30 08:28:16 +0000 2017,"@ArgosHelpers Order no62150 02650, postcode se20 7hu",75344,75347.0
75347,ArgosHelpers,False,Thu Nov 30 03:19:48 +0000 2017,"@132877 Hi, can I take your order number,  delivery address and postcode so I can look into this for you. Sue",75346,75348.0
75348,132877,True,Wed Nov 29 20:52:37 +0000 2017,@ArgosHelpers I have been waiting about 2 weeks for a refund. Can u help please,75347,
75349,ArgosHelpers,False,Thu Nov 30 11:28:06 +0000 2017,@132878 Hi Dave do you have your order number so we can look at this for you ? -Will,75350,75351.0
75350,132878,True,Thu Nov 30 11:29:05 +0000 2017,"@ArgosHelpers Hi will, sure, my order number is 218375250",,75349.0
75351,132878,True,Thu Nov 30 10:46:10 +0000 2017,"So, @116245 delivered me a faulty item and have now changed the delivery time of the spare part to when I won't be home. DESPITE spending 30 mins on live chat arranging a delivery time. Great customer service! @ArgosHelpers! 😡",75349,
75352,ArgosHelpers,False,Thu Nov 30 11:26:00 +0000 2017,"@132656 @132655 Hi Karmen, can you DM us your order number, delivery address and postcode so we can look into this for you ~ Olly",,74408.0
74408,132656,True,Thu Nov 30 10:44:42 +0000 2017,@132655 @116245 Same! My order seems to never turn up!,75352,74407.0
75353,ArgosHelpers,False,Thu Nov 30 11:25:41 +0000 2017,"@132879 Hi Michael, please call our Argos card services on  034 640 0700 and they will be able to look into this for you. Charlotte",75354,75355.0
75354,132879,True,Thu Nov 30 11:26:42 +0000 2017,@ArgosHelpers Done! But they had no note of my message left about 7:15am :) she has added a note :),,75353.0
75355,132879,True,Thu Nov 30 10:44:19 +0000 2017,@116245 Please don't cancel my card. We haven't had time to fully check the house. Thank you!,75353,
75356,ArgosHelpers,False,Thu Nov 30 11:23:35 +0000 2017,@132880 Hi Jenna.  Wow!!! this does not look good.  Can you please DM me your order number and confirm the delivery name - Carl,,75357.0
75357,132880,True,Thu Nov 30 10:40:39 +0000 2017,Horrendous customer service from @ArgosHelpers twice I have not had the same order delivered. Told they would deliver tonight to find out they have cancelled my order and are unwilling to sort this out after speaking to 5 diff people. Wont be ordering from you again! Fuming.,75356,
75358,ArgosHelpers,False,Thu Nov 30 11:23:14 +0000 2017,"@132881 Hi Sarah, that seems very strange, could you DM us some details to look into this for you. -Mal","75359,75360",75361.0
75359,132881,True,Thu Nov 30 11:34:08 +0000 2017,@ArgosHelpers Done,,75358.0
75360,132881,True,Fri Dec 01 07:25:33 +0000 2017,@ArgosHelpers Still no reply despite DM as u requested. Complaint no provided 2. I am wanting 2 make a purchase 2day from Argos but I am loathe to do so in the circumstances- perhaps I can have a voucher as a gesture of goodwill pls? No response 4 a yr is awful,75362,75358.0
75362,ArgosHelpers,False,Fri Dec 01 08:09:26 +0000 2017,"@132881 Hi Sarah, apologies for the delay. I have just DM'd you. -Jack","75363,75364",75360.0
75363,132881,True,Fri Dec 01 08:40:34 +0000 2017,@ArgosHelpers Still no further forward and you cannot find my original complaint despite having a reference number. Appalling service 😢,,75362.0
75364,132881,True,Fri Dec 01 08:50:00 +0000 2017,"@ArgosHelpers I ordered an item for collection: upon collection I was told it couldn’t be found. Then I was told it had already been collected, how does that happen without the receipt? No item, no refund. no response ....",,75362.0
75361,132881,True,Thu Nov 30 10:43:03 +0000 2017,@116245 Still waiting for a response to a complaint from LAST DECEMBER - 5 emails later and no reply just a customer no. Utter disgrace,75358,75365.0
75365,116245,True,Wed Nov 29 16:12:03 +0000 2017,Only two paydays left before Christmas! 💸 Treat yourself to that thing you just can’t wait until the 25th for 🙊 https://t.co/10803uzw80 https://t.co/rEQYD4Hs3N,"75361,75366,75367,75368",
75369,ArgosHelpers,False,Thu Nov 30 11:22:31 +0000 2017,"@132882 Hi, how can I help you today? - Scott",75370,75371.0
75370,132882,True,Thu Nov 30 11:23:53 +0000 2017,"@ArgosHelpers Hi Scott, I bought a lovely digital radio from you guys and put it on a shelf I’d made in my kitchen. Unfortunately the shelf broke and the radio fell and broke. Am I entitled to a refund as the radio is broken???",75372,75369.0
75372,ArgosHelpers,False,Thu Nov 30 11:55:47 +0000 2017,@132882 Hello as the product was broken by yourself even though you are not to blame for this we could not provide you with a replacement of a refund as the product was not broken/faulty when you received it   --Sam,75373,75370.0
75373,132882,True,Thu Nov 30 11:56:26 +0000 2017,@ArgosHelpers So what you’re saying Sam... I only have my shelf to blame????,"75374,75375",75372.0
75374,ArgosHelpers,False,Thu Nov 30 12:15:27 +0000 2017,@132882 very nice...but unfortunately yes this is the case i am sorry to be the barer of bad news   --Sam,75376,75373.0
75376,132882,True,Thu Nov 30 12:17:30 +0000 2017,@ArgosHelpers Hi Sam apologies this was all just for a joke I’m sorry,75377,75374.0
75377,132883,True,Thu Nov 30 14:53:31 +0000 2017,@132882 @ArgosHelpers Good joke that.,75378,75376.0
